O=C(Nc1cncc2ccccc12)[C@@]1(NCCc2ccn[nH]2)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-2,Reductive amination on direct linked potent amine,,,,
O=C(Nc1cncc2ccccc12)[C@@]1(NCc2ccn[nH]2)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-3,Reductive amination on direct linked potent amine,,,,
COCCCN[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-4,Reductive amination on direct linked potent amine,,,,
O=C(Nc1cncc2ccccc12)[C@@]1(NCCc2ccccn2)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-5,Reductive amination on direct linked potent amine,,,,
O=C(Nc1cncc2ccccc12)[C@@]1(NCc2ccccn2)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-6,Reductive amination on direct linked potent amine,,,,
O=C1CCC(CCN[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,EDJ-MED-6d9ff7d0-7,Reductive amination on direct linked potent amine,,,,
O=C1CCC(CN[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,EDJ-MED-6d9ff7d0-8,Reductive amination on direct linked potent amine,,,,
CS(=O)(=O)CCN[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-9,Reductive amination on direct linked potent amine,,,,
CS(=O)(=O)CCCN[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-6d9ff7d0-10,Reductive amination on direct linked potent amine,,,,
O=C(Nc1cncc2ccccc12)C1CCNc2ncc(Cl)cc21,ALP-POS-fe871b40-6,,,,,
CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,PET-UNK-bb7ffe78-1,Likely via coupling with EN300-1910978 then Suzuki with alkyl Boronic acid?,,,,
O=C(Cc1cc(Cl)cc(OC(F)(F)F)c1)Nc1cncc2ccccc12,PET-UNK-bb7ffe78-2,"Acid is widely available, should order it",,,,
CCCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,PET-UNK-bb7ffe78-3,Likely via coupling with EN300-1910978 then Suzuki with alkyl Boronic acid?,,,,
CS(=O)(=O)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,PET-UNK-4880b143-1,High Priority O alkylation,,,,
O=C(Nc1cncc2ccccc12)[C@]1(OCCc2cn[nH]c2)CCOc2ccc(Cl)cc21,EDJ-MED-28ec730d-5,O alkylation,,,,
O=C1OCCN1CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CHO-MSK-5891c1ff-3,O alkylation,,,,
O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@H]1COCCO1,CHO-MSK-5891c1ff-2,O alkylation,,,,
O=C1COCCN1CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CHO-MSK-5891c1ff-6,O alkylation,,,,
O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC1,CHO-MSK-5891c1ff-10,O alkylation,,,,
O=C1OC2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,MAT-POS-90505e2b-1,Spirocyclic system is well described in patents such as US-4305877-A,,,,
CS(=O)(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,RAL-THA-e002e396-1,From P1' bromomethyl ethyl intermediate ,,,,
O=C(Nc1cncc2ccccc12)C1(CS(=O)(=O)CCO)CCOc2ccc(Cl)cc21,RAL-THA-e002e396-8,From P1' bromomethyl ethyl intermediate ,,,,
CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,BEN-DND-f2e727cd-6,Simple Library ,,,,
CC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dd3ad2b5-2,Simple Library ,,,,
NC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dd3ad2b5-3,Simple Library ,,,,
CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dd3ad2b5-4,Simple Library ,,,,
CNC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dd3ad2b5-5,Simple Library ,,,,
