CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0004549,Cc1n[nH]c(n1)-c1ccc(C)c(NC(=O)C2CCN(CC2)C(=O)CCl)c1,1,LON-WEI-120e5cf5-7,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NC(C)=NN3)=CC=C2C,Cc1n[nH]c(-c2ccc(C)c(NC(=O)C3CCN(C(=O)CCl)CC3)c2)n1,shipment_SMILES,,,,,
CVD-0004548,ClCC(=O)N1CCC(CC1)C(=O)Nc1cccc(c1)C1=NN=C2CCCCC12,1,LON-WEI-120e5cf5-6,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NN=C4C3CCCC4)=CC=C2,O=C(Nc1cccc(C2=NN=C3CCCCC32)c1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004547,CN(C(=O)C1CCN(CC1)C(=O)CCl)c1ccccc1,1,LON-WEI-120e5cf5-5,O=C(C1CCN(C(CCl)=O)CC1)N(C)C2=CC=CC=C2,CN(C(=O)C1CCN(C(=O)CCl)CC1)c1ccccc1,shipment_SMILES,,,,,
CVD-0004546,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccc(cc1)N1CCNC1=O,1,LON-WEI-120e5cf5-4,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(N3C(NCC3)=O)C=C2,O=C(Nc1ccc(N2CCNC2=O)cc1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004545,COc1cc(NC(=O)C2CCN(CC2)C(=O)CCl)cc(OC)c1OC,1,LON-WEI-120e5cf5-3,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(OC)=C(OC)C(OC)=C2,COc1cc(NC(=O)C2CCN(C(=O)CCl)CC2)cc(OC)c1OC,shipment_SMILES,,,,,
CVD-0004544,Cc1cccnc1NC(=O)C1CCN(CC1)C(=O)CCl,1,LON-WEI-120e5cf5-21,O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC=C2C,Cc1cccnc1NC(=O)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004543,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccc(Cl)cc1,1,LON-WEI-120e5cf5-20,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(Cl)C=C2,O=C(Nc1ccc(Cl)cc1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004542,ClCC(=O)N1CCC(CC1)C(=O)Nc1cccc(c1)-c1cc[nH]n1,1,LON-WEI-120e5cf5-2,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NNC=C3)=CC=C2,O=C(Nc1cccc(-c2cc[nH]n2)c1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004541,CC(=O)c1cccc(NC(=O)C2CCN(CC2)C(=O)CCl)c1,1,LON-WEI-120e5cf5-19,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C(C)=O)=CC=C2,CC(=O)c1cccc(NC(=O)C2CCN(C(=O)CCl)CC2)c1,shipment_SMILES,,,,,
CVD-0004540,ClCC(=O)N1CCC(CC1)C(=O)Nc1c[nH]c2ccc(Br)cc12,1,LON-WEI-120e5cf5-18,O=C(C1CCN(C(CCl)=O)CC1)NC2=CNC3=C2C=C(Br)C=C3,O=C(Nc1c[nH]c2ccc(Br)cc12)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004539,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccccc1Br,1,LON-WEI-120e5cf5-16,O=C(C1CCN(C(CCl)=O)CC1)NC2=C(Br)C=CC=C2,O=C(Nc1ccccc1Br)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004538,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccccc1,1,LON-WEI-120e5cf5-15,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=CC=C2,O=C(Nc1ccccc1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004537,ClCC(=O)N1CCC(CC1)C(=O)Nc1cc(Cl)nc2ccccc12,1,LON-WEI-120e5cf5-14,O=C(C1CCN(C(CCl)=O)CC1)NC2=C(C=CC=C3)C3=NC(Cl)=C2,O=C(Nc1cc(Cl)nc2ccccc12)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004536,Cc1ccnc(NC(=O)C2CCN(CC2)C(=O)CCl)c1,1,LON-WEI-120e5cf5-13,O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC(C)=C2,Cc1ccnc(NC(=O)C2CCN(C(=O)CCl)CC2)c1,shipment_SMILES,,,,,
CVD-0004535,ClCC(=O)N1CCC(CC1)C(=O)Nc1ccn(n1)-c1ccccc1,1,LON-WEI-120e5cf5-12,O=C(C1CCN(C(CCl)=O)CC1)NC2=NN(C3=CC=CC=C3)C=C2,O=C(Nc1ccn(-c2ccccc2)n1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004534,ClCC(=O)N1CCC(CC1)C(=O)Nc1cccnc1,1,LON-WEI-120e5cf5-11,O=C(C1CCN(C(CCl)=O)CC1)NC2=CN=CC=C2,O=C(Nc1cccnc1)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004533,CC(=O)c1ccc(NC(=O)C2CCN(CC2)C(=O)CCl)cc1,1,LON-WEI-120e5cf5-10,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(C(C)=O)C=C2,CC(=O)c1ccc(NC(=O)C2CCN(C(=O)CCl)CC2)cc1,shipment_SMILES,,,,,
CVD-0004512,CN(Cc1cc(C)on1)C(=O)NC1CC1,1,AAR-POS-d2a4d1df-9,CN(CC=1C=C(C)ON1)C(=O)NC2CC2,Cc1cc(CN(C)C(=O)NC2CC2)no1,shipment_SMILES,,,,,
CVD-0004511,Cc1nnc(CN2CCC=C(F)C2)s1,1,AAR-POS-d2a4d1df-8,CC1=NN=C(CN2CCC=C(F)C2)S1,Cc1nnc(CN2CCC=C(F)C2)s1,shipment_SMILES,,,,,
CVD-0004510,OC1CCN(Cc2ccsc2)CC1,1,AAR-POS-d2a4d1df-7,OC1CCN(CC=2C=CSC2)CC1,OC1CCN(Cc2ccsc2)CC1,shipment_SMILES,,,,,
CVD-0004509,CN1CCN(CC1)C(=O)COc1ccc(C)cc1,1,AAR-POS-d2a4d1df-6,CN1CCN(CC1)C(=O)COC=2C=CC(C)=CC2,Cc1ccc(OCC(=O)N2CCN(C)CC2)cc1,shipment_SMILES,,,,,
CVD-0004508,CCNc1ccc(cn1)C#N,1,AAR-POS-d2a4d1df-5,CCNC=1C=CC(C#N)=CN1,CCNc1ccc(C#N)cn1,shipment_SMILES,,,,,
CVD-0004507,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(Cl)cc1,1,AAR-POS-d2a4d1df-44,ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC(Cl)=CC2,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,shipment_SMILES,,,,,
CVD-0004504,Cc1ccccc1CN1CCCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-41,Cl.CC=1C=CC=CC1CN2CCCN(CC2)C(=O)CCl,Cc1ccccc1CN1CCCN(C(=O)CCl)CC1.Cl,shipment_SMILES,,,,,
CVD-0004503,CN1CCCc2ccc(cc12)S(N)(=O)=O,1,AAR-POS-d2a4d1df-4,CN1CCCC=2C=CC(=CC12)S(=O)(=O)N,CN1CCCc2ccc(S(N)(=O)=O)cc21,shipment_SMILES,,,,,
CVD-0004502,CC(NC(=O)CCl)c1cccc2ccccc12,1,AAR-POS-d2a4d1df-39,CC(NC(=O)CCl)C=1C=CC=C2C=CC=CC12,CC(NC(=O)CCl)c1cccc2ccccc12,shipment_SMILES,,,,,
CVD-0004501,ClCC(=O)Nc1cccc(c1)C(=O)N1CCSCC1,1,AAR-POS-d2a4d1df-38,ClCC(=O)NC=1C=CC=C(C1)C(=O)N2CCSCC2,O=C(CCl)Nc1cccc(C(=O)N2CCSCC2)c1,shipment_SMILES,,,,,
CVD-0004500,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1C#N,1,AAR-POS-d2a4d1df-37,ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2C#N,N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004499,Cc1ccc(c(C)c1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-36,CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c(C)c1,shipment_SMILES,,,,,
CVD-0004498,Fc1ccccc1S(=O)(=O)N1CCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-34,FC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C(=O)CCl,O=C(CCl)N1CCN(S(=O)(=O)c2ccccc2F)CC1,shipment_SMILES,,,,,
CVD-0004497,Fc1ccc(cc1)C1CN(CCO1)C(=O)CCl,1,AAR-POS-d2a4d1df-33,FC=1C=CC(=CC1)C2CN(CCO2)C(=O)CCl,O=C(CCl)N1CCOC(c2ccc(F)cc2)C1,shipment_SMILES,,,,,
CVD-0004496,ClCC(=O)NCc1ccc2OCOc2c1,1,AAR-POS-d2a4d1df-31,ClCC(=O)NCC=1C=CC=2OCOC2C1,O=C(CCl)NCc1ccc2c(c1)OCO2,shipment_SMILES,,,,,
CVD-0004495,ClCC(=O)N1CCCC(C1)c1nc2ccccc2s1,1,AAR-POS-d2a4d1df-30,ClCC(=O)N1CCCC(C1)C2=NC=3C=CC=CC3S2,O=C(CCl)N1CCCC(c2nc3ccccc3s2)C1,shipment_SMILES,,,,,
CVD-0004494,ClCC(=O)N1CCN(CC1)C(=O)c1ccco1,1,AAR-POS-d2a4d1df-29,ClCC(=O)N1CCN(CC1)C(=O)C2=CC=CO2,O=C(CCl)N1CCN(C(=O)c2ccco2)CC1,shipment_SMILES,,,,,
CVD-0004493,[O-][N+](=O)c1ccccc1N1CCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-28,[O-][N+](=O)C=1C=CC=CC1N2CCN(CC2)C(=O)CCl,O=C(CCl)N1CCN(c2ccccc2[N+](=O)[O-])CC1,shipment_SMILES,,,,,
CVD-0004492,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-27,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,shipment_SMILES,,21.0,,1,4.7
CVD-0004491,ClCC(=O)NNC(=O)c1cc2CCCCc2s1,1,AAR-POS-d2a4d1df-26,ClCC(=O)NNC(=O)C1=CC=2CCCCC2S1,O=C(CCl)NNC(=O)c1cc2c(s1)CCCC2,shipment_SMILES,,,,,
CVD-0004490,Cc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)CCl,1,AAR-POS-d2a4d1df-25,CC=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)CCl,Cc1ccc(C(=O)N2CCN(C(=O)CCl)CC2)cc1,shipment_SMILES,,,,,
CVD-0004489,Cc1cccc(CN2CCN(CC2)C(=O)CCl)c1,1,AAR-POS-d2a4d1df-24,CC=1C=CC=C(CN2CCN(CC2)C(=O)CCl)C1,Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,shipment_SMILES,,,,,
CVD-0004488,O=C(NCc1ccc(cc1)C#N)N1CCOCC1,1,AAR-POS-d2a4d1df-21,O=C(NCC=1C=CC(C#N)=CC1)N2CCOCC2,N#Cc1ccc(CNC(=O)N2CCOCC2)cc1,shipment_SMILES,,,,,
CVD-0004487,CN1CCN(CC1)C(=O)Cc1c[nH]c2ncccc12,1,AAR-POS-d2a4d1df-20,CN1CCN(CC1)C(=O)CC2=CNC=3N=CC=CC23,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,shipment_SMILES,,,,,
CVD-0004486,CC(=O)NCCc1c[nH]c2ccc(F)cc12,1,AAR-POS-d2a4d1df-2,CC(=O)NCCC1=CNC=2C=CC(F)=CC12,CC(=O)NCCc1c[nH]c2ccc(F)cc12,shipment_SMILES,,,,,
CVD-0004485,N#Cc1ccc(cn1)N1CCCOCC1,1,AAR-POS-d2a4d1df-19,N#CC=1C=CC(=CN1)N2CCCOCC2,N#Cc1ccc(N2CCCOCC2)cn1,shipment_SMILES,,,,,
CVD-0004484,Nc1cncnc1,1,AAR-POS-d2a4d1df-18,NC=1C=NC=NC1,Nc1cncnc1,shipment_SMILES,,,,,
CVD-0004483,CCC(N)=N,1,AAR-POS-d2a4d1df-17,Cl.CCC(=N)N,CCC(=N)N.Cl,shipment_SMILES,,,,,
CVD-0004481,NS(=O)(=O)c1ccc(Br)cc1,1,AAR-POS-d2a4d1df-15,NS(=O)(=O)C=1C=CC(Br)=CC1,NS(=O)(=O)c1ccc(Br)cc1,shipment_SMILES,,,,,
CVD-0004479,O=C(NCCc1ccncc1)NC1CCCCC1,1,AAR-POS-d2a4d1df-12,O=C(NCCC=1C=CN=CC1)NC2CCCCC2,O=C(NCCc1ccncc1)NC1CCCCC1,shipment_SMILES,,,,,
CVD-0004478,O=C(Nc1ccccc1)Nc1cccnc1,1,AAR-POS-d2a4d1df-11,O=C(NC=1C=CC=CC1)NC=2C=CC=NC2,O=C(Nc1ccccc1)Nc1cccnc1,shipment_SMILES,,,,,
CVD-0004477,Fc1ccccc1C(=O)NCCc1ccncc1,1,AAR-POS-d2a4d1df-10,FC=1C=CC=CC1C(=O)NCCC=2C=CN=CC2,O=C(NCCc1ccncc1)c1ccccc1F,shipment_SMILES,,,,,
CVD-0004476,CS(=O)(=O)NCCc1ccccc1,1,AAR-POS-d2a4d1df-1,CS(=O)(=O)NCCC=1C=CC=CC1,CS(=O)(=O)NCCc1ccccc1,shipment_SMILES,,,,,
CVD-0004473,COc1ccc(NC(=O)C2CCN(CC2)C(=O)CCl)cn1,1,AAR-POS-5507155c-2,O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(OC)N=C2,COc1ccc(NC(=O)C2CCN(C(=O)CCl)CC2)cn1,shipment_SMILES,,,,,
CVD-0004472,CS(=O)(=O)c1ccc(cc1)N1CCNCC1,1,AAR-POS-5507155c-1,Cl.Cl.CS(=O)(=O)C=1C=CC(=CC1)N2CCNCC2,CS(=O)(=O)c1ccc(N2CCNCC2)cc1.Cl.Cl,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0004471,Fc1ccc(cc1)N(C1CS(=O)(=O)C=C1)C(=O)CCl,1,AAR-POS-0daf6b7e-8,FC=1C=CC(=CC1)N(C2CS(=O)(=O)C=C2)C(=O)CCl,O=C(CCl)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,shipment_SMILES,,,,,
CVD-0004470,Cc1ccc(cc1)N(C1CS(=O)(=O)C=C1)C(=O)CCl,1,AAR-POS-0daf6b7e-7,CC=1C=CC(=CC1)N(C2CS(=O)(=O)C=C2)C(=O)CCl,Cc1ccc(N(C(=O)CCl)C2C=CS(=O)(=O)C2)cc1,shipment_SMILES,,,,,
CVD-0004469,Oc1ccccc1NC(=O)C1CCN(CC1)C(=O)CCl,1,AAR-POS-0daf6b7e-6,OC=1C=CC=CC1NC(=O)C2CCN(CC2)C(=O)CCl,O=C(Nc1ccccc1O)C1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004468,ClCC(=O)N1CCC(CC1)NC(=O)c1ccccc1,1,AAR-POS-0daf6b7e-5,ClCC(=O)N1CCC(CC1)NC(=O)C=2C=CC=CC2,O=C(NC1CCN(C(=O)CCl)CC1)c1ccccc1,shipment_SMILES,,,,,
CVD-0004467,Cc1cc(F)ccc1CS(N)(=O)=O,1,AAR-POS-0daf6b7e-46,CC=1C=C(F)C=CC1CS(=O)(=O)N,Cc1cc(F)ccc1CS(N)(=O)=O,shipment_SMILES,,,,,
CVD-0004466,CC(=O)NCc1ccc(cc1)S(N)(=O)=O,1,AAR-POS-0daf6b7e-45,CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N,CC(=O)NCc1ccc(S(N)(=O)=O)cc1,shipment_SMILES,,,,,
CVD-0004465,CN1CCN(CC1)C(=O)Nc1ccccc1,1,AAR-POS-0daf6b7e-44,CN1CCN(CC1)C(=O)NC=2C=CC=CC2,CN1CCN(C(=O)Nc2ccccc2)CC1,shipment_SMILES,,,,,
CVD-0004464,O=C(N1CCCCCC1)c1ccc2OCOc2c1,1,AAR-POS-0daf6b7e-43,O=C(N1CCCCCC1)C=2C=CC=3OCOC3C2,O=C(c1ccc2c(c1)OCO2)N1CCCCCC1,shipment_SMILES,,,,,
CVD-0004463,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,1,AAR-POS-0daf6b7e-42,NC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CN2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,shipment_SMILES,,,,,
CVD-0004462,NC(=O)c1ccc(NC(=O)[C@@H]2CCCO2)cc1,1,AAR-POS-0daf6b7e-41,NC(=O)C=1C=CC(NC(=O)[C@@H]2CCCO2)=CC1,NC(=O)c1ccc(NC(=O)[C@@H]2CCCO2)cc1,shipment_SMILES,,,,,
CVD-0004461,CC(C)N(C)c1ncnc2n(C)ncc12,1,AAR-POS-0daf6b7e-40,CC(C)N(C)C=1N=CN=C2N(C)N=CC12,CC(C)N(C)c1ncnc2c1cnn2C,shipment_SMILES,,,,,
CVD-0004460,COc1cccc2sc(NC(=O)CCl)nc12,1,AAR-POS-0daf6b7e-4,Cl.COC=1C=CC=C2SC(NC(=O)CCl)=NC12,COc1cccc2sc(NC(=O)CCl)nc12.Cl,shipment_SMILES,,,,,
CVD-0004459,CS(=O)(=O)Cc1nc2ccccc2[nH]1,1,AAR-POS-0daf6b7e-39,CS(=O)(=O)CC1=NC=2C=CC=CC2N1,CS(=O)(=O)Cc1nc2ccccc2[nH]1,shipment_SMILES,,,,,
CVD-0004458,CC1CN(CCO1)C(=O)Cn1cccn1,1,AAR-POS-0daf6b7e-38,CC1CN(CCO1)C(=O)CN2C=CC=N2,CC1CN(C(=O)Cn2cccn2)CCO1,shipment_SMILES,,,,,
CVD-0004457,Oc1ccccn1,1,AAR-POS-0daf6b7e-37,OC=1C=CC=CN1,Oc1ccccn1,shipment_SMILES,,,,,
CVD-0004456,Fc1cccc(CNCc2ccco2)c1,1,AAR-POS-0daf6b7e-36,Cl.FC=1C=CC=C(CNCC2=CC=CO2)C1,Cl.Fc1cccc(CNCc2ccco2)c1,shipment_SMILES,,,,,
CVD-0004455,COC(=O)Nc1sc(C)nc1-c1ccccc1,1,AAR-POS-0daf6b7e-35,COC(=O)NC=1SC(C)=NC1C=2C=CC=CC2,COC(=O)Nc1sc(C)nc1-c1ccccc1,shipment_SMILES,,,,,
CVD-0004454,CCNCc1cn(C)nn1,1,AAR-POS-0daf6b7e-34,CCNCC1=CN(C)N=N1,CCNCc1cn(C)nn1,shipment_SMILES,,,,,
CVD-0004453,CC(=O)Nc1ccc(Oc2ncccn2)cc1,1,AAR-POS-0daf6b7e-33,CC(=O)NC=1C=CC(OC=2N=CC=CN2)=CC1,CC(=O)Nc1ccc(Oc2ncccn2)cc1,shipment_SMILES,,,,,
CVD-0004452,NC(=O)C1CCN(CC1)C(=O)Nc1ccccc1,1,AAR-POS-0daf6b7e-32,NC(=O)C1CCN(CC1)C(=O)NC=2C=CC=CC2,NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1,shipment_SMILES,,,,,
CVD-0004451,OCC1CN(Cc2ccccc2)CCO1,1,AAR-POS-0daf6b7e-30,OCC1CN(CC=2C=CC=CC2)CCO1,OCC1CN(Cc2ccccc2)CCO1,shipment_SMILES,,,,,
CVD-0004450,Clc1cccc(CN2CCOCC2)c1,1,AAR-POS-0daf6b7e-29,ClC=1C=CC=C(CN2CCOCC2)C1,Clc1cccc(CN2CCOCC2)c1,shipment_SMILES,,,,,
CVD-0004449,C(CN1CCOCC1)Sc1ccccc1,1,AAR-POS-0daf6b7e-28,C(CN1CCOCC1)SC=2C=CC=CC2,c1ccc(SCCN2CCOCC2)cc1,shipment_SMILES,,,,,
CVD-0004448,C1CC2(CCN(C2)c2cnccn2)CO1,1,AAR-POS-0daf6b7e-27,C1CC2(CCN(C2)C=3C=NC=CN3)CO1,c1cnc(N2CCC3(CCOC3)C2)cn1,shipment_SMILES,,,,,
CVD-0004447,Oc1ccccc1CNc1nc2ccccc2[nH]1,1,AAR-POS-0daf6b7e-25,OC=1C=CC=CC1CNC2=NC=3C=CC=CC3N2,Oc1ccccc1CNc1nc2ccccc2[nH]1,shipment_SMILES,,,,,
CVD-0004446,OC1CS(=O)(=O)C1,1,AAR-POS-0daf6b7e-24,OC1CS(=O)(=O)C1,O=S1(=O)CC(O)C1,shipment_SMILES,,,,,
CVD-0004445,Cn1ccc(n1)C(=O)NC[C@@H]1CCCO1,1,AAR-POS-0daf6b7e-23,CN1C=CC(=N1)C(=O)NC[C@@H]2CCCO2,Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,shipment_SMILES,,,,,
CVD-0004443,CC(=O)N1CCN(CC1)C(=O)CCl,1,AAR-POS-0daf6b7e-21,CC(=O)N1CCN(CC1)C(=O)CCl,CC(=O)N1CCN(C(=O)CCl)CC1,shipment_SMILES,,,,,
CVD-0004442,ClCC(=O)Nc1cccnc1Cl,1,AAR-POS-0daf6b7e-20,ClCC(=O)NC=1C=CC=NC1Cl,O=C(CCl)Nc1cccnc1Cl,shipment_SMILES,,,,,
CVD-0004441,ClCC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,1,AAR-POS-0daf6b7e-2,Cl.ClCC(=O)N1CCN(CC2=CC=C(Cl)S2)CC1,Cl.O=C(CCl)N1CCN(Cc2ccc(Cl)s2)CC1,shipment_SMILES,,,,,
CVD-0004440,COc1ccc(cc1)N1CCN(CC1)C(=O)CCl,1,AAR-POS-0daf6b7e-18,COC=1C=CC(=CC1)N2CCN(CC2)C(=O)CCl,COc1ccc(N2CCN(C(=O)CCl)CC2)cc1,shipment_SMILES,,,,,
CVD-0004439,ClCC(=O)N1CCN(CC1)C(=O)c1cccs1,1,AAR-POS-0daf6b7e-16,ClCC(=O)N1CCN(CC1)C(=O)C2=CC=CS2,O=C(CCl)N1CCN(C(=O)c2cccs2)CC1,shipment_SMILES,,,,,
CVD-0004438,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(Cl)s1,1,AAR-POS-0daf6b7e-15,ClCC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(Cl)S2,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,shipment_SMILES,,,,,
CVD-0004437,ClCC(=O)N1CC(c2ccccc2)c2ccccc2C1,1,AAR-POS-0daf6b7e-14,ClCC(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1,O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1,shipment_SMILES,,,,,
CVD-0004436,CC(NC(=O)CCl)c1cccc(Cl)c1,1,AAR-POS-0daf6b7e-10,CC(NC(=O)CCl)C=1C=CC=C(Cl)C1,CC(NC(=O)CCl)c1cccc(Cl)c1,shipment_SMILES,,,,,
CVD-0004435,ClCC(=O)N(C1CS(=O)(=O)C=C1)c1ccccc1,1,AAR-POS-0daf6b7e-1,ClCC(=O)N(C1CS(=O)(=O)C=C1)C=2C=CC=CC2,O=C(CCl)N(c1ccccc1)C1C=CS(=O)(=O)C1,shipment_SMILES,,,,,
CVD-0004358,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Br)cc1,1,NIC-BIO-a68395b7-5,CC(=O)N[C@@H](CC=1C=CC(O)=CC1)C(=O)NCC=2C=CC(Br)=CC2,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Br)cc1,shipment_SMILES,,,,,
CVD-0004312,CC(C)(C)NC(=O)C(N(C1CC11CC(C)(C)C1)C(=O)C=C)c1cccnc1,1,LON-WEI-adc59df6-99,CC(C)(C)NC(=O)C(N(C1CC21CC(C)(C)C2)C(=O)C=C)C=3C=CC=NC3,C=CC(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)C1CC12CC(C)(C)C2,shipment_SMILES,,,,,
CVD-0004309,CC(C)(C)NC(=O)C(N(C1CCOC1=O)C(=O)C=C)c1cccnc1,1,LON-WEI-adc59df6-96,CC(C)(C)NC(=O)C(N(C1CCOC1=O)C(=O)C=C)C=2C=CC=NC2,C=CC(=O)N(C1CCOC1=O)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004308,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(cc1)N1CCC1)c1cccnc1,1,LON-WEI-adc59df6-95,CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)N2CCC2)C=3C=CC=NC3,C=CC(=O)N(c1ccc(N2CCC2)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004307,CC(C)(C)NC(=O)C(N(C1CCC2(CCCC2)CC1)C(=O)C=C)c1cccnc1,1,LON-WEI-adc59df6-94,CC(C)(C)NC(=O)C(N(C1CCC2(CCCC2)CC1)C(=O)C=C)C=3C=CC=NC3,C=CC(=O)N(C1CCC2(CCCC2)CC1)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004306,CC1CC(N(C(C(=O)NC(C)(C)C)c2cccnc2)C(=O)C=C)C(=O)O1,1,LON-WEI-adc59df6-93,CC1CC(N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C)C(=O)O1,C=CC(=O)N(C1CC(C)OC1=O)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004305,CC(C)(C)NC(=O)C(N(C1CCC2(CCCC2)C1)C(=O)C=C)c1cccnc1,1,LON-WEI-adc59df6-92,CC(C)(C)NC(=O)C(N(C1CCC2(CCCC2)C1)C(=O)C=C)C=3C=CC=NC3,C=CC(=O)N(C1CCC2(CCCC2)C1)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004301,CC(C)(C)NC(=O)C(N(C1COC2(CCC2)C1)C(=O)C=C)c1cccnc1,1,LON-WEI-adc59df6-89,CC(C)(C)NC(=O)C(N(C1COC2(CCC2)C1)C(=O)C=C)C=3C=CC=NC3,C=CC(=O)N(C1COC2(CCC2)C1)C(C(=O)NC(C)(C)C)c1cccnc1,shipment_SMILES,,,,,
CVD-0004299,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(OCC#C)cc1)c1cccnc1,1,LON-WEI-adc59df6-87,CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(OCC#C)=CC1)C=2C=CC=NC2,C#CCOc1ccc(N(C(=O)C=C)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,shipment_SMILES,,,,,
