CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0018472,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,1,EDJ-MED-4fff0a85-3,CC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,shipment_SMILES,< 0.0500,< 0.0568,0.00962,2,> 7.2
CVD-0018470,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CCOCC1,1,EDJ-MED-4fff0a85-1,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CCOCC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CCOCC2)Cc2ccc(Cl)cc21,shipment_SMILES,0.152,0.152,,1,6.8
CVD-0018428,CC1(CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)C(=O)Nc1cncc2ccccc12,1,ALP-POS-c56c1477-4,CC1(CN(CC=2C=CC(Cl)=CC21)S(=O)(=O)CC3(CC3)C#N)C(=O)NC=4C=NC=C5C=CC=CC45,CC1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,shipment_SMILES,,0.096,,1,7.0
CVD-0018423,Clc1cccc(c1)[C@@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,1,MAT-POS-7174c657-6,"ClC=1C=CC=C(C1)[C@@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,0.419,1.23,1.15,2,5.9
CVD-0018423,Clc1cccc(c1)[C@@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,1,MAT-POS-7174c657-6,"ClC=1C=CC=C(C1)[C@@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,2.04,1.23,1.15,2,5.9
CVD-0018422,Clc1cccc(c1)[C@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,1,MAT-POS-7174c657-5,"ClC=1C=CC=C(C1)[C@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,1.26,1.42,0.228,2,5.8
CVD-0018422,Clc1cccc(c1)[C@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,1,MAT-POS-7174c657-5,"ClC=1C=CC=C(C1)[C@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,1.58,1.42,0.228,2,5.8
CVD-0018421,NS(=O)(=O)c1ccc(CNC[C@@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1F,1,MAT-POS-7174c657-4,"NS(=O)(=O)C=1C=CC(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1F |o1:11,r|",NS(=O)(=O)c1ccc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F |o1:11|,shipment_SMILES,1.80,1.8,,1,5.7
CVD-0018420,OC1CN(Cc2ccccc12)C(=O)Cc1cccc(Cl)c1,1,MAT-POS-7174c657-3,OC1CN(CC=2C=CC=CC12)C(=O)CC=3C=CC=C(Cl)C3,O=C(Cc1cccc(Cl)c1)N1Cc2ccccc2C(O)C1,shipment_SMILES,14.8,14.8,,1,4.8
CVD-0018419,OC1CN(C(=O)Cc2cccc(Cl)c2)c2ccccc2C1,1,MAT-POS-7174c657-2,OC1CN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC3C1,O=C(Cc1cccc(Cl)c1)N1CC(O)Cc2ccccc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018418,CNS(=O)(=O)c1cc(CNC[C@@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)ccc1F,1,MAT-POS-7174c657-1,"CNS(=O)(=O)C=1C=C(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|",CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F |o1:11|,shipment_SMILES,1.22,1.22,,1,5.9
CVD-0018409,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,1,MAT-POS-7ed7af85-1,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C2(C)C,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,shipment_SMILES,2.67E-03,0.00267,,1,8.6
CVD-0018409,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,1,MAT-POS-7ed7af85-1,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C2(C)C,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,shipment_SMILES,< 0.0500,0.00267,,1,8.6
CVD-0018391,COC(C)(C)CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,1,EDJ-MED-76744c27-7,COC(C)(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,COC(C)(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,0.200,0.2,,1,6.7
CVD-0018390,CC(C)CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,1,EDJ-MED-76744c27-5,CC(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,0.107,0.107,,1,7.0
CVD-0018389,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CC1,1,EDJ-MED-76744c27-3,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CC2)Cc2ccc(Cl)cc21,shipment_SMILES,0.168,0.168,,1,6.8
CVD-0018387,CC(C)(CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1)C#N,1,EDJ-MED-76744c27-1,CC(C)(CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1)C#N,CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,,0.136,0.067,4,6.9
CVD-0018386,Clc1ccc2CN(CC(C(=O)Nc3cncc4cc(Cl)ccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,1,EDJ-MED-be9e6f63-4,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(Cl)C=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(Cl)ccc34)C2)CC1,shipment_SMILES,,0.283,,1,6.5
CVD-0018385,CS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,1,EDJ-MED-be9e6f63-3,CS(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,CS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,,0.0396,,1,7.4
CVD-0018384,Fc1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,1,EDJ-MED-be9e6f63-2,FC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(F)ccc34)C2)CC1,shipment_SMILES,,0.222,,1,6.7
CVD-0018383,COc1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,1,EDJ-MED-be9e6f63-1,COC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,COc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,0.342,0.342,,1,6.5
CVD-0018382,Cc1c(N)cncc1NC(=O)C1CCOc2ccc(Cl)cc12,1,MAT-POS-7ddaf7de-4,CC=1C(N)=CN=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,Cc1c(N)cncc1NC(=O)C1CCOc2ccc(Cl)cc21,shipment_SMILES,3.38,3.38,,1,5.5
CVD-0018381,Clc1ccc2OCCC(C(=O)Nc3cncc4cc(CN5CC6(CNC6)C5)ccc34)c2c1,1,MAT-POS-7ddaf7de-3,OC(=O)C(F)(F)F.ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=C(CN5CC6(CNC6)C5)C=CC34)C2C1,O=C(Nc1cncc2cc(CN3CC4(CNC4)C3)ccc12)C1CCOc2ccc(Cl)cc21.O=C(O)C(F)(F)F,shipment_SMILES,1.44,1.44,,1,5.8
CVD-0018380,CS(=O)(=O)c1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2c1,1,MAT-POS-7ddaf7de-2,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2C1,CS(=O)(=O)c1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,0.427,0.427,,1,6.4
CVD-0018379,Cc1nccn1Cc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2c1,1,MAT-POS-7ddaf7de-1,CC1=NC=CN1CC=2C=CC=3C(NC(=O)C4CCOC=5C=CC(Cl)=CC45)=CN=CC3C2,Cc1nccn1Cc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,5.32,5.32,,1,5.3
CVD-0018378,Clc1cccc2C(CCOc12)Nc1ncccn1,1,RED-RED-10c9212c-57,ClC=1C=CC=C2C(CCOC12)NC=3N=CC=CN3,Clc1cccc2c1OCCC2Nc1ncccn1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018377,CC1CCc2c(C1)sc(\N=C\c1c(C)[nH]c3ccccc13)c2C#N,1,RED-RED-10c9212c-56,CC1CCC=2C(C#N)=C(N=CC3=C(C)NC=4C=CC=CC34)SC2C1,Cc1[nH]c2ccccc2c1C=Nc1sc2c(c1C#N)CCC(C)C2,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018376,O=C(CNC(=O)C1CCCC1)N1CCCC1c1nc2ccccc2[nH]1,1,RED-RED-10c9212c-55,O=C(CNC(=O)C1CCCC1)N2CCCC2C3=NC=4C=CC=CC4N3,O=C(NCC(=O)N1CCCC1c1nc2ccccc2[nH]1)C1CCCC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018375,O=C(NCC(c1c[nH]c2ccccc12)c1ccccc1)c1cnccn1,1,RED-RED-10c9212c-54,O=C(NCC(C1=CNC=2C=CC=CC12)C=3C=CC=CC3)C=4C=NC=CN4,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1cnccn1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018374,OC(CN1CCOCC1)Cn1nc(-c2ccc(Br)cc2)c2ccccc2c1=O,1,RED-RED-10c9212c-53,OC(CN1CCOCC1)CN2N=C(C=3C=CC(Br)=CC3)C=4C=CC=CC4C2=O,O=c1c2ccccc2c(-c2ccc(Br)cc2)nn1CC(O)CN1CCOCC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018373,CC(NCc1c[nH]c2nccnc12)c1cc(F)ccc1N1CCC(O)CC1,1,RED-RED-10c9212c-52,CC(NCC1=CNC=2N=CC=NC12)C=3C=C(F)C=CC3N4CCC(O)CC4,CC(NCc1c[nH]c2nccnc12)c1cc(F)ccc1N1CCC(O)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018372,NS(=O)(=O)c1ccc2N(CC(=O)N3CCc4sccc4C3c3cccs3)CCc2c1,1,RED-RED-10c9212c-51,NS(=O)(=O)C=1C=CC=2N(CC(=O)N3CCC=4SC=CC4C3C5=CC=CS5)CCC2C1,NS(=O)(=O)c1ccc2c(c1)CCN2CC(=O)N1CCc2sccc2C1c1cccs1,shipment_SMILES,(IC50 could not be calculated),,,,
CVD-0018371,CC(C)N1CCCC(N2CCN(CC2)c2ccc3nccnc3n2)C1=O,1,RED-RED-10c9212c-50,CC(C)N1CCCC(N2CCN(CC2)C=3C=CC=4N=CC=NC4N3)C1=O,CC(C)N1CCCC(N2CCN(c3ccc4nccnc4n3)CC2)C1=O,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018370,CCC(N(C)C(=O)Cc1c[nH]c2ncccc12)c1ccncc1,1,RED-RED-10c9212c-49,CCC(N(C)C(=O)CC1=CNC=2N=CC=CC12)C=3C=CN=CC3,CCC(c1ccncc1)N(C)C(=O)Cc1c[nH]c2ncccc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018369,Cc1cc(C)c(c(C)c1)S(=O)(=O)N1CCCC1C(=O)Nc1ccc2[nH]c(=O)sc2c1,1,RED-RED-10c9212c-48,CC=1C=C(C)C(=C(C)C1)S(=O)(=O)N2CCCC2C(=O)NC=3C=CC=4NC(=O)SC4C3,Cc1cc(C)c(S(=O)(=O)N2CCCC2C(=O)Nc2ccc3[nH]c(=O)sc3c2)c(C)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018368,O=CNc1ccc(cc1)C(=O)NC(C1CCOCC1)c1ccccc1,1,RED-RED-10c9212c-47,O=CNC=1C=CC(=CC1)C(=O)NC(C2CCOCC2)C=3C=CC=CC3,O=CNc1ccc(C(=O)NC(c2ccccc2)C2CCOCC2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018367,CSc1ccc(cc1)C1N(Cc2cccnc2)C(=O)c2[nH]nc(c12)-c1ccccc1O,1,RED-RED-10c9212c-46,CSC=1C=CC(=CC1)C2N(CC=3C=CC=NC3)C(=O)C=4NN=C(C24)C=5C=CC=CC5O,CSc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018366,CC(C)(CNC(=O)C1CNC(=O)N1)N1CCc2ccccc2C1,1,RED-RED-10c9212c-45,CC(C)(CNC(=O)C1CNC(=O)N1)N2CCC=3C=CC=CC3C2,CC(C)(CNC(=O)C1CNC(=O)N1)N1CCc2ccccc2C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018365,CCCCn1nnnc1CNC1CCc2nc(nn2C1)C(C)C,1,RED-RED-10c9212c-44,CCCCN1N=NN=C1CNC2CCC3=NC(=NN3C2)C(C)C,CCCCn1nnnc1CNC1CCc2nc(C(C)C)nn2C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018364,Cc1cc(C)n(n1)C1CCCN(C1)C(=O)c1c[nH]c2ncccc12,1,RED-RED-10c9212c-43,CC=1C=C(C)N(N1)C2CCCN(C2)C(=O)C3=CNC=4N=CC=CC34,Cc1cc(C)n(C2CCCN(C(=O)c3c[nH]c4ncccc34)C2)n1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018363,CC1N(CCNC1=O)C(=O)CCCc1c[nH]c2ccccc12,1,RED-RED-10c9212c-42,CC1N(CCNC1=O)C(=O)CCCC2=CNC=3C=CC=CC23,CC1C(=O)NCCN1C(=O)CCCc1c[nH]c2ccccc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018362,NC(=O)C1Cc2ccccc2CN1CC(=O)N1CCN(CC1)c1ncccn1,1,RED-RED-10c9212c-41,NC(=O)C1CC=2C=CC=CC2CN1CC(=O)N3CCN(CC3)C=4N=CC=CN4,NC(=O)C1Cc2ccccc2CN1CC(=O)N1CCN(c2ncccn2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018361,O=C(N1CCCC(C1)c1ccn[nH]1)c1ccc(nc1)N1CCCC1,1,RED-RED-10c9212c-40,O=C(N1CCCC(C1)C2=CC=NN2)C=3C=CC(=NC3)N4CCCC4,O=C(c1ccc(N2CCCC2)nc1)N1CCCC(c2ccn[nH]2)C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018360,FC(F)(F)c1ccccc1C1CCCCCC1NC(=O)Cn1cn[nH]c1=O,1,RED-RED-10c9212c-39,FC(F)(F)C=1C=CC=CC1C2CCCCCC2NC(=O)CN3C=NNC3=O,O=C(Cn1cn[nH]c1=O)NC1CCCCCC1c1ccccc1C(F)(F)F,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018359,COC(=O)C1CC1C(=O)N1CCC(CC1)c1c[nH]c2ncccc12,1,RED-RED-10c9212c-38,COC(=O)C1CC1C(=O)N2CCC(CC2)C3=CNC=4N=CC=CC34,COC(=O)C1CC1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018358,CC(C(=O)N1CCCCC1c1cccc(C)c1C)c1cncnc1,1,RED-RED-10c9212c-37,CC(C(=O)N1CCCCC1C=2C=CC=C(C)C2C)C=3C=NC=NC3,Cc1cccc(C2CCCCN2C(=O)C(C)c2cncnc2)c1C,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018357,CCC(N1CCCC(C1)NC(=O)c1ccc2ccccc2c1)C(O)=O,1,RED-RED-10c9212c-36,Cl.CCC(N1CCCC(C1)NC(=O)C=2C=CC=3C=CC=CC3C2)C(=O)O,CCC(C(=O)O)N1CCCC(NC(=O)c2ccc3ccccc3c2)C1.Cl,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018356,COC1CCC2OCCN(C2C1)C(=O)c1ccc2[nH]cnc2c1,1,RED-RED-10c9212c-35,COC1CCC2OCCN(C2C1)C(=O)C=3C=CC=4NC=NC4C3,COC1CCC2OCCN(C(=O)c3ccc4[nH]cnc4c3)C2C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018355,CC(NC(C)c1ccccc1C)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,1,RED-RED-10c9212c-34,CC(NC(C)C=1C=CC=CC1C)C(=O)NC=2C=CC=3NC(=O)NC3C2,Cc1ccccc1C(C)NC(C)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018354,CCN1CCCC1C1CCCN1C(=O)CCc1c[nH]c2ccccc12,1,RED-RED-10c9212c-33,CCN1CCCC1C2CCCN2C(=O)CCC3=CNC=4C=CC=CC34,CCN1CCCC1C1CCCN1C(=O)CCc1c[nH]c2ccccc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018353,CCC(C)c1ccc(cc1)C(NCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)c1cccs1,1,RED-RED-10c9212c-32,CCC(C)C=1C=CC(=CC1)C(NCC(=O)NC=2C=CC=3NC(=O)NC3C2)C4=CC=CS4,CCC(C)c1ccc(C(NCC(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c2cccs2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018352,C\C=C\C=C\C(=O)N1CCC(=CC1)c1c[nH]c2ncccc12,1,RED-RED-10c9212c-31,CC=CC=CC(=O)N1CCC(=CC1)C2=CNC=3N=CC=CC23,CC=CC=CC(=O)N1CC=C(c2c[nH]c3ncccc23)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018351,COc1ccc(cc1COC(=O)c1cnc2ccccc2n1)[N+]([O-])=O,1,RED-RED-10c9212c-30,COC=1C=CC(=CC1COC(=O)C=2C=NC=3C=CC=CC3N2)[N+](=O)[O-],COc1ccc([N+](=O)[O-])cc1COC(=O)c1cnc2ccccc2n1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018350,Clc1ccccc1-c1cc2nc([nH]c(=O)c2s1)-c1nnc[nH]1,1,RED-RED-10c9212c-29,ClC=1C=CC=CC1C2=CC=3N=C(NC(=O)C3S2)C4=NN=CN4,O=c1[nH]c(-c2nnc[nH]2)nc2cc(-c3ccccc3Cl)sc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018349,Cc1nc(n[nH]1)-c1cccc(NCc2ccccc2C)c1,1,RED-RED-10c9212c-28,CC1=NC(=NN1)C=2C=CC=C(NCC=3C=CC=CC3C)C2,Cc1nc(-c2cccc(NCc3ccccc3C)c2)n[nH]1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018348,Oc1cc(C(=O)NCCc2nnc3CCCn23)c2ccccc2n1,1,RED-RED-10c9212c-27,OC=1C=C(C(=O)NCCC2=NN=C3CCCN23)C=4C=CC=CC4N1,O=C(NCCc1nnc2n1CCC2)c1cc(O)nc2ccccc12,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018347,O=C(COC(=O)c1cc(=O)[nH]c(=O)[nH]1)N1CCC(Cc2ccccc2)CC1,1,RED-RED-10c9212c-26,O=C(COC(=O)C1=CC(=O)NC(=O)N1)N2CCC(CC=3C=CC=CC3)CC2,O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)c1cc(=O)[nH]c(=O)[nH]1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018346,Clc1ccccc1NC(=S)Nc1ccc2[nH]c(=O)[nH]c2c1,1,RED-RED-10c9212c-25,ClC=1C=CC=CC1NC(=S)NC=2C=CC=3NC(=O)NC3C2,O=c1[nH]c2ccc(NC(=S)Nc3ccccc3Cl)cc2[nH]1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018345,Cc1cccc(CN2CCN(CC2)c2nc3ccccc3nc2C)c1,1,RED-RED-10c9212c-24,CC=1C=CC=C(CN2CCN(CC2)C=3N=C4C=CC=CC4=NC3C)C1,Cc1cccc(CN2CCN(c3nc4ccccc4nc3C)CC2)c1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018344,C(N1CCC(=CC1)c1c[nH]c2ccccc12)c1ccno1,1,RED-RED-10c9212c-23,C(N1CCC(=CC1)C2=CNC=3C=CC=CC23)C4=CC=NO4,C1=C(c2c[nH]c3ccccc23)CCN(Cc2ccno2)C1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018343,Cc1c(C)n2c(nc3n(C)c(=O)n(CCCO)c(=O)c23)n1-c1ccc(C)c(Cl)c1,1,RED-RED-10c9212c-22,CC1=C(C)N2C(=NC=3N(C)C(=O)N(CCCO)C(=O)C32)N1C=4C=CC(C)=C(Cl)C4,Cc1ccc(-n2c(C)c(C)n3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1Cl,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018342,Cc1c(Cl)cc(cc1[N+]([O-])=O)S(=O)(=O)N1CCC(=CC1)c1c[nH]c2ncccc12,1,RED-RED-10c9212c-21,CC=1C(Cl)=CC(=CC1[N+](=O)[O-])S(=O)(=O)N2CCC(=CC2)C3=CNC=4N=CC=CC34,Cc1c(Cl)cc(S(=O)(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)cc1[N+](=O)[O-],shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018341,Cc1ccc(cc1)-c1ccc(C(=O)N2CC[C@H](N)C2)c(F)c1,1,RED-RED-10c9212c-20,CC=1C=CC(=CC1)C=2C=CC(C(=O)N3CC[C@H](N)C3)=C(F)C2,Cc1ccc(-c2ccc(C(=O)N3CC[C@H](N)C3)c(F)c2)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0018340,O=C(CCc1nc2ccccc2[nH]1)N1CCC(CCc2ccccc2)CC1,1,RED-RED-10c9212c-19,O=C(CCC1=NC=2C=CC=CC2N1)N3CCC(CCC=4C=CC=CC4)CC3,O=C(CCc1nc2ccccc2[nH]1)N1CCC(CCc2ccccc2)CC1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
