CID,SMILES,canonical_CID,inchikey,old_CID,short_inchikey
SEL-UNI-cd366922-3,NS(=O)(=O)C1CCC2CCc3cc(C(=O)NNC(=O)CCl)sc3C2C1,SEL-UNI-cd366922-3,KJCNRHSDHNZKAR-UHFFFAOYSA-N,SEL-UNI-cd3-3,KJCNRHSDHNZKAR
SEL-UNI-cd366922-4,CCNc1ncc(C)cc1C1CC(=O)N(c2cnccc2C)C2C1OC(N[S](=O)=O)CN2C(=O)CCl,SEL-UNI-cd366922-4,DZKFJQURFOVBJO-UHFFFAOYSA-N,SEL-UNI-cd3-4,DZKFJQURFOVBJO
SEL-UNI-cd366922-5,O=C(CCl)N1CCN(C(c2ccccc2)N2CCC(O)CC2)CC1,SEL-UNI-cd366922-5,KSEKJAFXAROPSQ-UHFFFAOYSA-N,SEL-UNI-cd3-5,KSEKJAFXAROPSQ
SEL-UNI-cd366922-6,CCNc1ccccc1CN1CCN(C(=O)CCl)CC1,SEL-UNI-cd366922-6,IIYJIYNWDPKAAU-UHFFFAOYSA-N,SEL-UNI-cd3-6,IIYJIYNWDPKAAU
SEL-UNI-cd366922-7,NS(=O)(=O)c1ccc2cc(CN3CCN(C(=O)CCl)CC3)ccc2c1,SEL-UNI-cd366922-7,XLZBOBPJIVMGAY-UHFFFAOYSA-N,SEL-UNI-cd3-7,XLZBOBPJIVMGAY
SEL-UNI-cd366922-8,CC(=O)NCCC1=CNc2cc(CN3CCN(C(=O)CCl)CC3)ccc2C1,SEL-UNI-cd366922-8,AELWWXKWJXQVDK-UHFFFAOYSA-N,SEL-UNI-cd3-8,AELWWXKWJXQVDK
SEL-UNI-cd366922-9,Cc1cccc(C(CNS(C)(=O)=O)N2CCN(C(=O)CCl)CC2)c1,SEL-UNI-cd366922-9,MPTUWDGGZNLPMZ-UHFFFAOYSA-N,SEL-UNI-cd3-9,MPTUWDGGZNLPMZ
SER-UNI-400afb01-1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,SER-UNI-400afb01-1,OEKWJQXRCDYSHL-FNOIDJSQSA-N,SER-UNI-400-1,OEKWJQXRCDYSHL
SER-UNI-400afb01-2,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,SER-UNI-400afb01-2,KTUFNOKKBVMGRW-UHFFFAOYSA-N,SER-UNI-400-2,KTUFNOKKBVMGRW
SER-UNI-400afb01-3,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,SER-UNI-400afb01-3,LEZWWPYKPKIXLL-UHFFFAOYSA-N,SER-UNI-400-3,LEZWWPYKPKIXLL
SER-UNI-400afb01-4,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)B(O)O,SER-UNI-400afb01-4,YKWKWNKWBGQECF-SQNIBIBYSA-N,SER-UNI-400-4,YKWKWNKWBGQECF
SER-UNI-400afb01-5,OB(O)c1cc(OCc2ccccc2)ccc1F,SER-UNI-400afb01-5,DIHHJULQESBDHE-UHFFFAOYSA-N,SER-UNI-400-5,DIHHJULQESBDHE
SER-UNI-985a0e14-1,CS(=O)(=O)NCCc1cc(NCC(=O)Nc2cccnc2)c2ccncc2c1Cl,SER-UNI-985a0e14-1,JWGRZUGSCJKXPP-UHFFFAOYSA-N,SER-UNI-985-1,JWGRZUGSCJKXPP
SER-UNI-985a0e14-2,O=C(CNc1ccc(Cl)c(Br)c1)NCc1cccnc1,SER-UNI-985a0e14-2,VSUVVCFWLNXJMT-UHFFFAOYSA-N,SER-UNI-985-2,VSUVVCFWLNXJMT
SER-UNI-985a0e14-3,Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1NC(=O)CCn1c(=O)n(C)c2ccccc21,SER-UNI-985a0e14-3,KJGBLLHFCTWELD-UHFFFAOYSA-N,SER-UNI-985-3,KJGBLLHFCTWELD
SER-UNI-985a0e14-4,CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985a0e14-4,CAYDGQJVAUKKCD-UHFFFAOYSA-N,SER-UNI-985-4,CAYDGQJVAUKKCD
SID-ELM-1f105489-1,CN1CCN(C(=O)Cc2c[nH]c3ncncc23)CC1,SID-ELM-1f105489-1,ONAYHVIJRINSTI-UHFFFAOYSA-N,SID-ELM-1f1-1,ONAYHVIJRINSTI
SID-ELM-1f105489-10,CN1CCN(C(=O)Nc2c[nH]c3ncncc23)CC1,SID-ELM-1f105489-10,DJIBAEWMFNRIGZ-UHFFFAOYSA-N,SID-ELM-1f1-10,DJIBAEWMFNRIGZ
SID-ELM-1f105489-11,CN1CCN(C(=O)Nc2c[nH]c3nccnc23)CC1,SID-ELM-1f105489-11,NOYPEAZDLRVJFI-UHFFFAOYSA-N,SID-ELM-1f1-11,NOYPEAZDLRVJFI
SID-ELM-1f105489-12,CN1CCN(C(=O)Nc2c(F)[nH]c3ncccc23)CC1,SID-ELM-1f105489-12,GVVAQVDNXOQVDR-UHFFFAOYSA-N,SID-ELM-1f1-12,GVVAQVDNXOQVDR
SID-ELM-1f105489-13,CN1CCN(C(=O)Nc2c(F)[nH]c3ncncc23)CC1,SID-ELM-1f105489-13,SCDWPNHXFJXFTA-UHFFFAOYSA-N,SID-ELM-1f1-13,SCDWPNHXFJXFTA
SID-ELM-1f105489-14,CN1CCN(C(=O)Nc2c(F)[nH]c3nccnc23)CC1,SID-ELM-1f105489-14,XUYKCITUNWTBAQ-UHFFFAOYSA-N,SID-ELM-1f1-14,XUYKCITUNWTBAQ
SID-ELM-1f105489-15,CN1CCN(C(=O)Nc2c(Cl)[nH]c3ncncc23)CC1,SID-ELM-1f105489-15,FMDAXVJMBGDPJT-UHFFFAOYSA-N,SID-ELM-1f1-15,FMDAXVJMBGDPJT
SID-ELM-1f105489-16,CN1CCN(C(=O)Nc2c(Cl)[nH]c3nccnc23)CC1,SID-ELM-1f105489-16,HADNXKWGBGRWQD-UHFFFAOYSA-N,SID-ELM-1f1-16,HADNXKWGBGRWQD
SID-ELM-1f105489-17,CN1CCN(C(=O)Nc2c(Cl)[nH]c3ncccc23)CC1,SID-ELM-1f105489-17,KLLQFBOJILKPKR-UHFFFAOYSA-N,SID-ELM-1f1-17,KLLQFBOJILKPKR
SID-ELM-1f105489-2,CN1CCN(C(=O)Cc2c[nH]c3nccnc23)CC1,SID-ELM-1f105489-2,OAIMVOXZDRKIGG-UHFFFAOYSA-N,SID-ELM-1f1-2,OAIMVOXZDRKIGG
SID-ELM-1f105489-3,CN1CCN(C(=O)Cc2c(F)[nH]c3ncccc23)CC1,SID-ELM-1f105489-3,VOEFAPGJIFBFPF-UHFFFAOYSA-N,SID-ELM-1f1-3,VOEFAPGJIFBFPF
SID-ELM-1f105489-4,CN1CCN(C(=O)Cc2c(F)[nH]c3ncncc23)CC1,SID-ELM-1f105489-4,ZBFOQWVAEPZRSG-UHFFFAOYSA-N,SID-ELM-1f1-4,ZBFOQWVAEPZRSG
SID-ELM-1f105489-5,CN1CCN(C(=O)Cc2c(F)[nH]c3nccnc23)CC1,SID-ELM-1f105489-5,QJHZDLXDGNYOTO-UHFFFAOYSA-N,SID-ELM-1f1-5,QJHZDLXDGNYOTO
SID-ELM-1f105489-6,CN1CCN(C(=O)Cc2c(Cl)[nH]c3ncccc23)CC1,SID-ELM-1f105489-6,CCCMWLAQIZTTKX-UHFFFAOYSA-N,SID-ELM-1f1-6,CCCMWLAQIZTTKX
SID-ELM-1f105489-7,CN1CCN(C(=O)Cc2c(Cl)[nH]c3ncncc23)CC1,SID-ELM-1f105489-7,OYWRGPDMQLETPU-UHFFFAOYSA-N,SID-ELM-1f1-7,OYWRGPDMQLETPU
SID-ELM-1f105489-8,CN1CCN(C(=O)Cc2c(Cl)[nH]c3nccnc23)CC1,SID-ELM-1f105489-8,PEJBJNSPTLXEDU-UHFFFAOYSA-N,SID-ELM-1f1-8,PEJBJNSPTLXEDU
SID-ELM-1f105489-9,CN1CCN(C(=O)Nc2c[nH]c3ncccc23)CC1,SID-ELM-1f105489-9,TXGZFKQCPFGEKP-UHFFFAOYSA-N,SID-ELM-1f1-9,TXGZFKQCPFGEKP
SID-ELM-2583a2cd-1,O=C(CC1CCCCC1)Nc1cncc2[nH]ccc12,SID-ELM-2583a2cd-1,ZGEHODWZCPGBMA-UHFFFAOYSA-N,SID-ELM-258-1,ZGEHODWZCPGBMA
SID-ELM-2583a2cd-10,O=C(Nc1ccccc1)Nc1cncc2[nH]ncc12,SID-ELM-2583a2cd-10,JYOZUKADVQLHEV-UHFFFAOYSA-N,SID-ELM-258-10,JYOZUKADVQLHEV
SID-ELM-2583a2cd-11,O=C(Nc1ccccc1)Nc1cncc2nccnc12,SID-ELM-2583a2cd-11,XDNMMHNSZBNEOD-UHFFFAOYSA-N,SID-ELM-258-11,XDNMMHNSZBNEOD
SID-ELM-2583a2cd-12,O=C(CC1CCCCC1)Nc1cncc2[nH]ncc12,SID-ELM-2583a2cd-12,NOUBIDROZZHEHT-UHFFFAOYSA-N,SID-ELM-258-12,NOUBIDROZZHEHT
SID-ELM-2583a2cd-13,O=C(CC1CCCCC1)Nc1cncc2ncncc12,SID-ELM-2583a2cd-13,KBZAEYBSCHWDEM-UHFFFAOYSA-N,SID-ELM-258-13,KBZAEYBSCHWDEM
SID-ELM-2583a2cd-14,O=C(Nc1ccccc1)Nc1cncc2nccn12,SID-ELM-2583a2cd-14,FOHMXTISIFGPEI-UHFFFAOYSA-N,SID-ELM-258-14,FOHMXTISIFGPEI
SID-ELM-2583a2cd-15,CN(C)c1cncc(NC(=O)CC2CCCCC2)c1,SID-ELM-2583a2cd-15,RXHMWAURJVNRLL-UHFFFAOYSA-N,SID-ELM-258-15,RXHMWAURJVNRLL
SID-ELM-2583a2cd-16,Nc1cncc(NC(=O)CC2CCCCC2)c1,SID-ELM-2583a2cd-16,GTWZWMOSQUGXOE-UHFFFAOYSA-N,SID-ELM-258-16,GTWZWMOSQUGXOE
SID-ELM-2583a2cd-17,O=C(Nc1ccccc1)Nc1cncc2ncncc12,SID-ELM-2583a2cd-17,SPZNJSJMXPPHLF-UHFFFAOYSA-N,SID-ELM-258-17,SPZNJSJMXPPHLF
SID-ELM-2583a2cd-18,O=C(CC1CCCCC1)Nc1cncc2[nH]cnc12,SID-ELM-2583a2cd-18,FHGTWOLSQDHKOO-UHFFFAOYSA-N,SID-ELM-258-18,FHGTWOLSQDHKOO
SID-ELM-2583a2cd-19,CNc1cncc(NC(=O)CC2CCCCC2)c1,SID-ELM-2583a2cd-19,GPUHGNQTQCGJFH-UHFFFAOYSA-N,SID-ELM-258-19,GPUHGNQTQCGJFH
SID-ELM-2583a2cd-2,O=C(CC1CCCCC1)Nc1cncc2nccn12,SID-ELM-2583a2cd-2,AZWILEPBSVFDQS-UHFFFAOYSA-N,SID-ELM-258-2,AZWILEPBSVFDQS
SID-ELM-2583a2cd-20,O=C(Nc1ccccc1)Nc1cncc2ncccc12,SID-ELM-2583a2cd-20,AVRJJUZZAVTOGX-UHFFFAOYSA-N,SID-ELM-258-20,AVRJJUZZAVTOGX
SID-ELM-2583a2cd-21,O=C(CC1CCCCC1)Nc1cncc2ncccc12,SID-ELM-2583a2cd-21,UKAURMWSYQEXHS-UHFFFAOYSA-N,SID-ELM-258-21,UKAURMWSYQEXHS
SID-ELM-2583a2cd-22,O=C(Nc1ccccc1)Nc1cncn2nccc12,SID-ELM-2583a2cd-22,TZZCWZICBZWXRU-UHFFFAOYSA-N,SID-ELM-258-22,TZZCWZICBZWXRU
SID-ELM-2583a2cd-3,O=C(CC1CCCCC1)Nc1cncc2nccnc12,SID-ELM-2583a2cd-3,MFINDTYZNCQOQV-UHFFFAOYSA-N,SID-ELM-258-3,MFINDTYZNCQOQV
SID-ELM-2583a2cd-4,O=C(CC1CCCCC1)Nc1cncn2nccc12,SID-ELM-2583a2cd-4,PUUDIMVZJQKRDG-UHFFFAOYSA-N,SID-ELM-258-4,PUUDIMVZJQKRDG
SID-ELM-2583a2cd-5,Nc1cncc(NC(=O)Nc2ccccc2)c1,SID-ELM-2583a2cd-5,BCPHTRQHNQMVAB-UHFFFAOYSA-N,SID-ELM-258-5,BCPHTRQHNQMVAB
SID-ELM-2583a2cd-6,CNc1cncc(NC(=O)Nc2ccccc2)c1,SID-ELM-2583a2cd-6,NTLVBVXCJPIEFT-UHFFFAOYSA-N,SID-ELM-258-6,NTLVBVXCJPIEFT
SID-ELM-2583a2cd-7,CN(C)c1cncc(NC(=O)Nc2ccccc2)c1,SID-ELM-2583a2cd-7,LWHWWXCYRBCTIF-UHFFFAOYSA-N,SID-ELM-258-7,LWHWWXCYRBCTIF
SID-ELM-2583a2cd-8,O=C(Nc1ccccc1)Nc1cncc2[nH]ccc12,SID-ELM-2583a2cd-8,PPOXWEQJGITSBR-UHFFFAOYSA-N,SID-ELM-258-8,PPOXWEQJGITSBR
SID-ELM-2583a2cd-9,O=C(Nc1ccccc1)Nc1cncc2[nH]cnc12,SID-ELM-2583a2cd-9,CZDNRRTYZSRDKS-UHFFFAOYSA-N,SID-ELM-258-9,CZDNRRTYZSRDKS
SID-ELM-433ea7f3-1,C=CC(=O)N[C@@H](C(=O)Nc1cc(C#N)cnc1NCC)c1cncc(N)c1,SID-ELM-433ea7f3-1,QCGFHXHQBDAVII-MRXNPFEDSA-N,SID-ELM-433-1,QCGFHXHQBDAVII
SID-ELM-433ea7f3-2,C=CC(=O)N[C@@H](C(=O)Nc1cc(C#N)cnc1NCC)c1cc(N)cnc1F,SID-ELM-433ea7f3-2,RMGJHMUXOUZMEC-OAHLLOKOSA-N,SID-ELM-433-2,RMGJHMUXOUZMEC
SID-ELM-433ea7f3-3,C=CC(=O)N[C@@H](C(=O)Nc1cc(C#N)cnc1NCC)c1c[nH]c2ncccc12,SID-ELM-433ea7f3-3,OHRZPDIBJZTPAQ-QGZVFWFLSA-N,SID-ELM-433-3,OHRZPDIBJZTPAQ
SID-ELM-433ea7f3-4,C=CC(=O)N[C@@H](C(=O)Nc1cc(C#N)cnc1NCC)c1c(F)[nH]c2ncccc12,SID-ELM-433ea7f3-4,IKUGGWLZZSUZMS-MRXNPFEDSA-N,SID-ELM-433-4,IKUGGWLZZSUZMS
SID-ELM-8b394441-1,O=C(Nc1ccccc1)Nc1cccnc1F,SID-ELM-8b394441-1,HCOHYWLPZVOTKE-UHFFFAOYSA-N,SID-ELM-8b3-1,HCOHYWLPZVOTKE
SID-ELM-8b394441-10,O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]ccc12,SID-ELM-8b394441-10,QKKBDTMEQHDEME-UHFFFAOYSA-N,SID-ELM-8b3-10,QKKBDTMEQHDEME
SID-ELM-8b394441-11,O=C(Nc1ccccc1)Nc1c(Cl)ncn2nccc12,SID-ELM-8b394441-11,ZJACOXSPDHNPJQ-UHFFFAOYSA-N,SID-ELM-8b3-11,ZJACOXSPDHNPJQ
SID-ELM-8b394441-12,O=C(Nc1ccccc1)Nc1c(Cl)ncc2nccn12,SID-ELM-8b394441-12,UUSXOEOZQICMBK-UHFFFAOYSA-N,SID-ELM-8b3-12,UUSXOEOZQICMBK
SID-ELM-8b394441-13,O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]cnc12,SID-ELM-8b394441-13,XNMWGPCCTZBVMC-UHFFFAOYSA-N,SID-ELM-8b3-13,XNMWGPCCTZBVMC
SID-ELM-8b394441-14,O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]ncc12,SID-ELM-8b394441-14,DMYQCJATOXMJEK-UHFFFAOYSA-N,SID-ELM-8b3-14,DMYQCJATOXMJEK
SID-ELM-8b394441-15,O=C(Nc1ccccc1)Nc1c(Cl)ncc2nccnc12,SID-ELM-8b394441-15,RBDKDJROAHEMHI-UHFFFAOYSA-N,SID-ELM-8b3-15,RBDKDJROAHEMHI
SID-ELM-8b394441-16,Nc1cnc(Cl)c(NC(=O)CC2CCCCC2)c1,SID-ELM-8b394441-16,QRZLBNXRLKNFMK-UHFFFAOYSA-N,SID-ELM-8b3-16,QRZLBNXRLKNFMK
SID-ELM-8b394441-17,CNc1cnc(Cl)c(NC(=O)CC2CCCCC2)c1,SID-ELM-8b394441-17,XNRUGROSHNZAIF-UHFFFAOYSA-N,SID-ELM-8b3-17,XNRUGROSHNZAIF
SID-ELM-8b394441-18,CN(C)c1cnc(Cl)c(NC(=O)CC2CCCCC2)c1,SID-ELM-8b394441-18,UOTMSHMNUGNZLV-UHFFFAOYSA-N,SID-ELM-8b3-18,UOTMSHMNUGNZLV
SID-ELM-8b394441-19,O=C(CC1CCCCC1)Nc1c(Cl)ncc2ncncc12,SID-ELM-8b394441-19,QECGMTUWWYTDNE-UHFFFAOYSA-N,SID-ELM-8b3-19,QECGMTUWWYTDNE
SID-ELM-8b394441-2,O=C(CC1CCCCC1)Nc1cccnc1F,SID-ELM-8b394441-2,KJXXQPHNQVAUPK-UHFFFAOYSA-N,SID-ELM-8b3-2,KJXXQPHNQVAUPK
SID-ELM-8b394441-20,O=C(CC1CCCCC1)Nc1c(Cl)ncc2ncccc12,SID-ELM-8b394441-20,JGNQXURICFIUTE-UHFFFAOYSA-N,SID-ELM-8b3-20,JGNQXURICFIUTE
SID-ELM-8b394441-21,O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ccc12,SID-ELM-8b394441-21,QSLHMBLTCLKRQP-UHFFFAOYSA-N,SID-ELM-8b3-21,QSLHMBLTCLKRQP
SID-ELM-8b394441-22,O=C(CC1CCCCC1)Nc1c(Cl)ncn2nccc12,SID-ELM-8b394441-22,KESOILSNLWHCDS-UHFFFAOYSA-N,SID-ELM-8b3-22,KESOILSNLWHCDS
SID-ELM-8b394441-23,O=C(CC1CCCCC1)Nc1c(Cl)ncc2nccn12,SID-ELM-8b394441-23,XXIGBLTUXFRCAZ-UHFFFAOYSA-N,SID-ELM-8b3-23,XXIGBLTUXFRCAZ
SID-ELM-8b394441-24,O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]cnc12,SID-ELM-8b394441-24,SFUYTLZSYSGHRY-UHFFFAOYSA-N,SID-ELM-8b3-24,SFUYTLZSYSGHRY
SID-ELM-8b394441-25,O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ncc12,SID-ELM-8b394441-25,LMZPXSZTUYIIQE-UHFFFAOYSA-N,SID-ELM-8b3-25,LMZPXSZTUYIIQE
SID-ELM-8b394441-26,O=C(CC1CCCCC1)Nc1c(Cl)ncc2nccnc12,SID-ELM-8b394441-26,HLOIUVGEVCSOLM-UHFFFAOYSA-N,SID-ELM-8b3-26,HLOIUVGEVCSOLM
SID-ELM-8b394441-3,O=C(Nc1ccccc1)Nc1cccnc1Cl,SID-ELM-8b394441-3,ZZTBAXCGDGUJFN-UHFFFAOYSA-N,SID-ELM-8b3-3,ZZTBAXCGDGUJFN
SID-ELM-8b394441-4,O=C(CC1CCCCC1)Nc1cccnc1Cl,SID-ELM-8b394441-4,JRMRTNIRNMEUIS-UHFFFAOYSA-N,SID-ELM-8b3-4,JRMRTNIRNMEUIS
SID-ELM-8b394441-5,Nc1cnc(Cl)c(NC(=O)Nc2ccccc2)c1,SID-ELM-8b394441-5,ZDDGHGHRWJDALO-UHFFFAOYSA-N,SID-ELM-8b3-5,ZDDGHGHRWJDALO
SID-ELM-8b394441-6,CNc1cnc(Cl)c(NC(=O)Nc2ccccc2)c1,SID-ELM-8b394441-6,LWEUJBGSXFCBPB-UHFFFAOYSA-N,SID-ELM-8b3-6,LWEUJBGSXFCBPB
SID-ELM-8b394441-7,CN(C)c1cnc(Cl)c(NC(=O)Nc2ccccc2)c1,SID-ELM-8b394441-7,FOHWSCARCHKXAJ-UHFFFAOYSA-N,SID-ELM-8b3-7,FOHWSCARCHKXAJ
SID-ELM-8b394441-8,O=C(Nc1ccccc1)Nc1c(Cl)ncc2ncncc12,SID-ELM-8b394441-8,SUYUPGPJTGYZQW-UHFFFAOYSA-N,SID-ELM-8b3-8,SUYUPGPJTGYZQW
SID-ELM-8b394441-9,O=C(Nc1ccccc1)Nc1c(Cl)ncc2ncccc12,SID-ELM-8b394441-9,QPKAUQNPUPGBKL-UHFFFAOYSA-N,SID-ELM-8b3-9,QPKAUQNPUPGBKL
SID-ELM-b654bfa2-1,Nc1cnc(F)c(NC(=O)Nc2ccccc2)c1,SID-ELM-b654bfa2-1,CXSISHKJIWBSMB-UHFFFAOYSA-N,SID-ELM-b65-1,CXSISHKJIWBSMB
SID-ELM-b654bfa2-10,O=C(CC1CCCCC1)Nc1c(F)ncc2ncccc12,SID-ELM-b654bfa2-10,FGVGIVWOVDCXSU-UHFFFAOYSA-N,SID-ELM-b65-10,FGVGIVWOVDCXSU
SID-ELM-b654bfa2-11,O=C(CC1CCCCC1)Nc1c(F)ncc2[nH]ccc12,SID-ELM-b654bfa2-11,DJKREMCWMDAFRW-UHFFFAOYSA-N,SID-ELM-b65-11,DJKREMCWMDAFRW
SID-ELM-b654bfa2-12,O=C(CC1CCCCC1)Nc1c(F)ncn2nccc12,SID-ELM-b654bfa2-12,CNNXHHSMNJOJPF-UHFFFAOYSA-N,SID-ELM-b65-12,CNNXHHSMNJOJPF
SID-ELM-b654bfa2-13,O=C(CC1CCCCC1)Nc1c(F)ncc2nccn12,SID-ELM-b654bfa2-13,JSYGDWZREJASEE-UHFFFAOYSA-N,SID-ELM-b65-13,JSYGDWZREJASEE
SID-ELM-b654bfa2-14,O=C(CC1CCCCC1)Nc1c(F)ncc2[nH]ncc12,SID-ELM-b654bfa2-14,NYSSDLWCAWMGHT-UHFFFAOYSA-N,SID-ELM-b65-14,NYSSDLWCAWMGHT
SID-ELM-b654bfa2-15,O=C(CC1CCCCC1)Nc1c(F)ncc2nccnc12,SID-ELM-b654bfa2-15,NPCATYOXXJUCRX-UHFFFAOYSA-N,SID-ELM-b65-15,NPCATYOXXJUCRX
SID-ELM-b654bfa2-16,O=C(CC1CCCCC1)Nc1c(F)ncc2ncncc12,SID-ELM-b654bfa2-16,VPQUJXVBCDXVJR-UHFFFAOYSA-N,SID-ELM-b65-16,VPQUJXVBCDXVJR
SID-ELM-b654bfa2-17,O=C(Nc1ccccc1)Nc1c(F)ncc2[nH]ccc12,SID-ELM-b654bfa2-17,HJQAQOBRFYAJIU-UHFFFAOYSA-N,SID-ELM-b65-17,HJQAQOBRFYAJIU
SID-ELM-b654bfa2-18,O=C(Nc1ccccc1)Nc1c(F)ncc2[nH]ncc12,SID-ELM-b654bfa2-18,MZSCNOSKYKCTNP-UHFFFAOYSA-N,SID-ELM-b65-18,MZSCNOSKYKCTNP
SID-ELM-b654bfa2-19,O=C(Nc1ccccc1)Nc1c(F)ncc2[nH]cnc12,SID-ELM-b654bfa2-19,JVXKTQGRHAMSCR-UHFFFAOYSA-N,SID-ELM-b65-19,JVXKTQGRHAMSCR
SID-ELM-b654bfa2-2,CNc1cnc(F)c(NC(=O)Nc2ccccc2)c1,SID-ELM-b654bfa2-2,HYRLSYJPBPIGGR-UHFFFAOYSA-N,SID-ELM-b65-2,HYRLSYJPBPIGGR
SID-ELM-b654bfa2-20,O=C(CC1CCCCC1)Nc1c(F)ncc2[nH]cnc12,SID-ELM-b654bfa2-20,LTDUSYLLSCOWQN-UHFFFAOYSA-N,SID-ELM-b65-20,LTDUSYLLSCOWQN
SID-ELM-b654bfa2-21,Nc1cnc(F)c(NC(=O)CC2CCCCC2)c1,SID-ELM-b654bfa2-21,QVBZKUHXJOVYJD-UHFFFAOYSA-N,SID-ELM-b65-21,QVBZKUHXJOVYJD
SID-ELM-b654bfa2-22,O=C(Nc1ccccc1)Nc1c(F)ncc2ncncc12,SID-ELM-b654bfa2-22,BRFXLHHXXJVHAP-UHFFFAOYSA-N,SID-ELM-b65-22,BRFXLHHXXJVHAP
SID-ELM-b654bfa2-3,CN(C)c1cnc(F)c(NC(=O)Nc2ccccc2)c1,SID-ELM-b654bfa2-3,WEKWWXSPFVBONM-UHFFFAOYSA-N,SID-ELM-b65-3,WEKWWXSPFVBONM
SID-ELM-b654bfa2-4,O=C(Nc1ccccc1)Nc1c(F)ncc2ncccc12,SID-ELM-b654bfa2-4,HSTUGVNKSTZCAQ-UHFFFAOYSA-N,SID-ELM-b65-4,HSTUGVNKSTZCAQ
SID-ELM-b654bfa2-5,O=C(Nc1ccccc1)Nc1c(F)ncn2nccc12,SID-ELM-b654bfa2-5,LSFPPEHBQCCJAR-UHFFFAOYSA-N,SID-ELM-b65-5,LSFPPEHBQCCJAR
SID-ELM-b654bfa2-6,O=C(Nc1ccccc1)Nc1c(F)ncc2nccn12,SID-ELM-b654bfa2-6,NFUCLZLNPINNKO-UHFFFAOYSA-N,SID-ELM-b65-6,NFUCLZLNPINNKO
SID-ELM-b654bfa2-7,O=C(Nc1ccccc1)Nc1c(F)ncc2nccnc12,SID-ELM-b654bfa2-7,SIHILMICIWQPAN-UHFFFAOYSA-N,SID-ELM-b65-7,SIHILMICIWQPAN
SID-ELM-b654bfa2-8,CNc1cnc(F)c(NC(=O)CC2CCCCC2)c1,SID-ELM-b654bfa2-8,DMCZSBKEAKIVBZ-UHFFFAOYSA-N,SID-ELM-b65-8,DMCZSBKEAKIVBZ
SID-ELM-b654bfa2-9,CN(C)c1cnc(F)c(NC(=O)CC2CCCCC2)c1,SID-ELM-b654bfa2-9,PZIULAMFCPCBRN-UHFFFAOYSA-N,SID-ELM-b65-9,PZIULAMFCPCBRN
SID-UNK-90efdc9b-1,N#Cc1c([C@H]2CN(C(=N)N)C[C@@H](C(=O)CCl)N2CCc2c[nH]c3ncccc23)[nH]c2cc(S(N)(=O)=O)ccc12,SID-UNK-90efdc9b-1,QYGXFDKAKMKALE-LEWJYISDSA-N,SID-UNK-90e-1,QYGXFDKAKMKALE
SID-UNK-90efdc9b-2,C[C@]1(c2cc(C#N)c3ccc(S(N)(=O)=O)cc3c2)C[C@](Cc2c[nH]c3ncccc23)(C(=O)CCl)C[C@@H]1CC(=N)N,SID-UNK-90efdc9b-2,AFORFVWXADQHCU-HUXLMHJOSA-N,SID-UNK-90e-2,AFORFVWXADQHCU
SIM-DEM-163f01e0-1,CC(=O)NCCN1CCC(CNS(C)(=O)=O)(CC(=O)Nc2cnccc2C)CC1,SIM-DEM-163f01e0-1,LQZMGYKNTPLDHI-UHFFFAOYSA-N,SIM-DE -163-1,LQZMGYKNTPLDHI
SIM-DEM-265738e1-1,CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,ELE-IMP-dfb36048-1,XNAQQFQHDABOLB-UHFFFAOYSA-N,SIM-DE -265-1,XNAQQFQHDABOLB
SIM-DEM-2843056b-1,O=C(CCN1CCOCC1)Nc1cccnc1CNC(=O)NC1CC1,SIM-DEM-2843056b-1,IHYORDNRPPOKNN-UHFFFAOYSA-N,SIM-DE -284-1,IHYORDNRPPOKNN
SIM-DEM-2843056b-2,CN1CCC(OCC(=O)Nc2ccncc2CNC(=O)NC2CC2)CC1,SIM-DEM-2843056b-2,OPTZRJFIXZGYJQ-UHFFFAOYSA-N,SIM-DE -284-2,OPTZRJFIXZGYJQ
SIM-DEM-2843056b-3,CN1CCN(CCC(=O)Nc2cccnc2CNC(=O)NC2CC2)CC1,SIM-DEM-2843056b-3,OUJJJQJGJFABPX-UHFFFAOYSA-N,SIM-DE -284-3,OUJJJQJGJFABPX
SIM-DEM-2843056b-4,CN1CCN(CCC(=O)Nc2ccncc2CNC(=O)NC2CC2)CC1,SIM-DEM-2843056b-4,GSHITLKGUGJRAW-UHFFFAOYSA-N,SIM-DE -284-4,GSHITLKGUGJRAW
