SMILES,CID,fragments,real_space,SCR,BB,covalent_frag,link
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,ALE-ACE-261-1,x0104,False,Z1191880499,EN300-6486827,False,https://covid.postera.ai/covid/submissions/ALE-ACE-261
Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28-1,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z1130395550,False,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
CN1CCN(C(=O)Nc2cccnc2)CC1,ALE-HEI-f28-16,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z166701880,False,FCH13488461,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
Cc1ccncc1NC(=O)N1CCN(C)CC1,ALE-HEI-f28-17,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z1531408828,False,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
Cc1nnc(CC(=O)Nc2cnccc2C)s1,ALE-HEI-f28-3,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z2627791575,False,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
Cc1ccncc1NC(=O)CC1CCCCC1,ALE-HEI-f28-6,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z1129284100,False,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
Cc1ccncc1NC(=O)NC1CCCCC1,ALE-HEI-f28-7,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z1531420463,False,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
O=C(Nc1cccnc1)NC1CCCCC1,ALE-HEI-f28-8,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z44592328,Z44592328,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
O=C(CC1CCCCC1)Nc1cccnc1,ALE-HEI-f28-9,"x0107,x0395,x0434,x0678,x0967,x0991,x1093",Z31792168,Z31792168,False,False,https://covid.postera.ai/covid/submissions/ALE-HEI-f28
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca-1,x0072,False,False,EN300-7402887,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,ALE-UNK-fca-2,x0072,False,False,EN300-119505,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca-3,x0072,Z26348840,False,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
O=C(COc1ccccc1)NCCc1ccccc1,ALE-UNK-fca-4,x0072,Z19735885,False,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CCC(C)NC(=O)COc1c(C)cccc1C,ALE-UNK-fca-5,x0072,Z26349036,False,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CCCC(=O)NC(CC)Cc1ccccc1,ALE-UNK-fca-6,x0072,Z57156886,False,FCH9216167,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CCCCCC(C)NC(=O)COc1ccccc1,ALE-UNK-fca-7,x0072,Z54334314,False,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CCCC(C)NC(=O)COc1ccccc1,ALE-UNK-fca-8,x0072,Z19735469,False,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
CCCNC(=O)C(C)NC(=O)N(C)Cc1csc(C)n1,ALE-UNK-fca-9,x0072,False,Z900735246,False,False,https://covid.postera.ai/covid/submissions/ALE-UNK-fca
N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-263-3,"x0104,x0305,x0434,x0678,x1093,x1249",Z195735586,Z195735586,False,False,https://covid.postera.ai/covid/submissions/ANN-UNI-263
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4,"x0104,x0305,x0434,x0678,x1093,x1249",Z195739680,Z195739680,False,False,https://covid.postera.ai/covid/submissions/ANN-UNI-263
N#Cc1cccc(CC(=O)Nc2cccnc2)c1,ANN-UNI-263-5,"x0104,x0305,x0434,x0678,x1093,x1249",Z1343543528,False,False,False,https://covid.postera.ai/covid/submissions/ANN-UNI-263
COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,ANN-UNI-263-6,"x0104,x0305,x0434,x0678,x1093,x1249",Z641273092,False,False,False,https://covid.postera.ai/covid/submissions/ANN-UNI-263
N#Cc1ccccc1NC(=O)Cc1cccnc1,ANT-DIA-3c7-2,"x0072,x0305,x0387,x0434,x0678,x0830,x1249",Z1172500933,False,False,True,https://covid.postera.ai/covid/submissions/ANT-DIA-3c7
CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c7-4,"x0072,x0305,x0387,x0434,x0678,x0830,x1249",Z995832158,False,False,True,https://covid.postera.ai/covid/submissions/ANT-DIA-3c7
CS(=O)(=O)NCCc1cccnc1,ANT-DIA-b7f-1,"x0072,x0305,x0387",False,Z300622420,False,False,https://covid.postera.ai/covid/submissions/ANT-DIA-b7f
CC(=O)NCCc1ccccc1,ANT-DIA-b7f-4,"x0072,x0305,x0387",False,False,BBV-39132223,False,https://covid.postera.ai/covid/submissions/ANT-DIA-b7f
CS(=O)(=O)NCCc1cscn1,ANT-DIA-b7f-5,"x0072,x0305,x0387",False,False,BBV-39159100,False,https://covid.postera.ai/covid/submissions/ANT-DIA-b7f
COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,ANT-LOU-17a-2,"x0072,x0104,x0161,x0195,x0305,x1077",Z62468012,False,False,False,https://covid.postera.ai/covid/submissions/ANT-LOU-17a
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,ANT-OPE-47f-1,x0104,False,False,EN300-123008,False,https://covid.postera.ai/covid/submissions/ANT-OPE-47f
CC(=O)N1CCN(S(=O)(=O)c2cccc(-c3ccccc3)c2)CC1,ANT-OPE-782-2,x0769,Z2068569582,False,False,True,https://covid.postera.ai/covid/submissions/ANT-OPE-782
CCC(=O)NCC[C@@H]1CCc2ccccc21,ANT-OPE-7c1-1,x0104,Z2282823915,False,False,False,https://covid.postera.ai/covid/submissions/ANT-OPE-7c1
C=CC(=O)N1CCCN(Cc2ccccc2)CC1,ANT-OPE-c0c-1,x0831,Z1937798708,False,BBV-75802684,True,https://covid.postera.ai/covid/submissions/ANT-OPE-c0c
CO[C@@H]1C[C@@H](COc2cccnc2)N(c2ncccn2)C1,AUS-ARG-7cf-1,x0678,False,Z2052657402,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Fc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)c(Cl)c1,AUS-ARG-7cf-10,x0678,False,Z31232563,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
O=C(CC(c1ccccc1)c1ccccc1)Nc1cccnc1,AUS-ARG-7cf-11,x0678,Z31791938,Z31791938,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)NC(C)c1cccc(F)c1,AUS-ARG-7cf-12,x0678,False,Z450352438,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
O=C(NCCC(c1ccccc1)c1ccccc1)c1cnccn1,AUS-ARG-7cf-13,x0678,Z26816560,Z26816560,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)NCc1ccc(Cl)cc1,AUS-ARG-7cf-14,x0678,False,Z444805898,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1,AUS-ARG-7cf-15,x0678,Z90167687,Z90167687,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
c1cncc(-c2nc(Oc3ccc4ccccc4c3)c3ccccc3n2)c1,AUS-ARG-7cf-16,x0678,False,Z31222567,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(S(=O)(=O)c2cccnc2)C1,AUS-ARG-7cf-17,x0678,Z2383198541,Z2383198541,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
c1cnc2nc(SCCC34CC5CC(CC(C5)C3)C4)nn2c1,AUS-ARG-7cf-18,x0678,False,Z215364618,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
COc1ccc(C2CC(C)N(S(=O)(=O)c3cccnc3)C2)cc1,AUS-ARG-7cf-2,x0678,False,Z1241530720,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
COc1ccc2c(c1)CCCC2CNc1cn[nH]c(=O)c1Cl,AUS-ARG-7cf-3,x0678,Z1696269753,Z1696269753,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
COc1ccc2[nH]cc(C3CCN(C(C)c4cnccn4)CC3)c2c1,AUS-ARG-7cf-4,x0678,Z1699712075,Z1699712075,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1cc2ncn(-c3nc(-c4cccnc4)nc4ccccc34)c2cc1C,AUS-ARG-7cf-5,x0678,False,Z31160277,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1ccc(-c2n[nH]cc2CNCc2cccnc2)cc1,AUS-ARG-7cf-6,x0678,False,Z211321020,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1C,AUS-ARG-7cf-7,x0678,False,Z31237501,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Cc1nc(C2Nc3ccccc3C(=O)N2Cc2cccnc2)cs1,AUS-ARG-7cf-8,x0678,Z951208878,Z951208878,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
Fc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)c(Br)c1,AUS-ARG-7cf-9,x0678,False,Z31117525,False,False,https://covid.postera.ai/covid/submissions/AUS-ARG-7cf
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e0-10,x0434,Z1232257154,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e0-11,x0434,Z2172190193,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e0-12,x0434,Z3052559442,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e0-14,x0434,Z2143174968,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e0-16,x0434,Z1984028314,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccncn2)C1,BAR-COM-4e0-17,x0434,Z2311005603,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e0-19,x0434,Z1613960994,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e0-20,x0434,Z2915108704,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e0-21,x0434,Z2599591955,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,BAR-COM-4e0-22,x0434,Z2229098908,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
O=C(NCc1cccnn1)Nc1cccc(-c2ncc3n2CCCC3)c1,BAR-COM-4e0-23,x0434,Z2190256476,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1,BAR-COM-4e0-24,x0434,Z1549127951,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e0-26,x0434,Z3370973906,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e0-27,x0434,Z3140017128,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CC(NC(=O)NC(Cc1nccn1C)c1ccccc1)c1ncco1,BAR-COM-4e0-28,x0434,Z2860362360,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e0-29,x0434,Z1884524160,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e0-3,x0434,Z1644866655,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e0-31,x0434,Z1190447759,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e0-34,x0434,Z2305221270,False,False,False,https://covid.postera.ai/covid/submissions/BAR-COM-4e0
